fpl_player_code,pts,minutes,avg_price,season,season_str,first_name,web_name,position,fpl_team_code,team_now,team_short_now,minutesU,xG,npxG,xA,xCS,npxCS,xDef,npxDef,xGA,npxGA,xPTS,npxPTS,xPTS_90,npxPTS_90,group,group2,color,label
84939,90,1650,5.4,2018,2018/19,Danny,Ings,4,20.0,Southampton,SOU,1694,9.915941,7.632432999999998,3.3483315000000005,4,4,-7.0,-6.0,35.95763300000001,34.435293,49.7087585,40.5747265,2.640961195395514,2.155682045454545,<5.5,5.5,#1f77b4,True
84939,198,2800,6.8,2019,2019/20,Danny,Ings,4,20.0,Southampton,SOU,2836,15.6597206,14.1373829,2.849086050000001,8,9,-11.0,-10.0,56.592573,53.547914000000006,71.18614055,65.09678975,2.259080623942172,2.0658360639985895,5.5-7.5,6.5,#6D597A,True
84939,198,2800,8.5,2020,2020/21,Danny,Ings,4,20.0,Southampton,SOU,2836,15.6597206,14.1373829,2.849086050000001,8,9,-11.0,-10.0,56.592573,53.547914000000006,71.18614055,65.09678975,2.259080623942172,2.0658360639985895,7.5-10,8.5,#E56B6F,True
85242,83,1526,5.8,2019,2019/20,Conor,Hourihane,3,7.0,Aston Villa,AVL,1549,1.6283383999999999,1.6283383999999999,5.7314406,4,4,-7.0,-6.0,47.488533000000004,44.443873,29.3360138,29.3360138,1.704481111684958,1.704481111684958,5.5-7.5,5.5,#6D597A,False
85242,83,1526,6.0,2020,2020/21,Conor,Hourihane,3,7.0,Aston Villa,AVL,1549,1.6283383999999999,1.6283383999999999,5.7314406,4,4,-7.0,-6.0,47.488533000000004,44.443873,29.3360138,29.3360138,1.704481111684958,1.704481111684958,5.5-7.5,6.5,#6D597A,False
85624,35,771,4.9,2016,2016/17,Christian,Kabasele,2,,,,767,1.6655442,1.6655442,0.100666,3,3,-1.0,-1.0,17.839686999999998,17.078516999999998,21.2952632,21.2952632,2.4987922920469363,2.4987922920469363,<5.5,4.5,#1f77b4,False
85624,68,2329,4.4,2017,2017/18,Christian,Kabasele,2,,,,2330,0.7799922499999999,0.7799922499999999,0.1301095,5,5,-9.0,-6.0,38.58026500000001,35.535590000000006,16.070282,16.070282,0.6207405064377681,0.6207405064377681,<5.5,4.5,#1f77b4,False
85624,36,1584,4.4,2018,2018/19,Christian,Kabasele,2,,,,1585,1.5429872,1.5429872,0.1839812,4,4,-11.0,-10.0,38.139846,35.095168,14.809866800000002,14.809866800000002,0.8409388088328077,0.8409388088328077,<5.5,4.5,#1f77b4,False
85955,96,3156,4.8,2018,2018/19,Jorge Luiz,Jorginho,3,8.0,Chelsea,CHE,3179,1.2965881000000001,0.5354191000000001,3.0728411999999996,19,19,-9.0,-7.0,37.424794,35.76436400000001,34.701464099999995,30.8956191,0.9824258474363007,0.8746793705567789,<5.5,4.5,#1f77b4,False
85955,92,2376,5.0,2019,2019/20,Jorge Luiz,Jorginho,3,8.0,Chelsea,CHE,2391,3.0970044999999997,0.8134978000000002,2.9165159999999997,8,9,-3.0,-2.0,33.1472049,31.6248729,32.2345705,20.817037,1.213346442910916,0.7835773023839397,<5.5,5.5,#1f77b4,False
85955,92,2376,5.0,2020,2020/21,Jorge Luiz,Jorginho,3,8.0,Chelsea,CHE,2391,3.0970044999999997,0.8134978000000002,2.9165159999999997,8,9,-3.0,-2.0,33.1472049,31.6248729,32.2345705,20.817037,1.213346442910916,0.7835773023839397,<5.5,5.5,#1f77b4,False
85971,70,1107,7.8,2015,2015/16,Heung-Min,Son,3,6.0,Spurs,TOT,1110,4.179750499999999,4.179750499999999,0.7707015000000002,2,2,0.0,0.0,27.85255,27.091389999999997,25.210856999999994,25.210856999999994,2.0441235405405402,2.0441235405405402,7.5-10,7.5,#E56B6F,True
85971,174,2063,7.4,2016,2016/17,Heung-Min,Son,3,6.0,Spurs,TOT,2069,7.765331900000001,7.765331900000001,4.696415999999999,11,11,-2.0,-2.0,29.9002239,29.1390639,63.9159075,63.9159075,2.7802956379893673,2.7802956379893673,5.5-7.5,7.5,#6D597A,True
85971,178,2292,8.2,2017,2017/18,Heung-Min,Son,3,6.0,Spurs,TOT,2315,11.021602300000003,11.021602300000003,6.592508799999999,15,16,-2.0,-1.0,35.182762999999994,32.800144,89.88553790000002,89.88553790000002,3.4944701559395255,3.4944701559395255,7.5-10,8.5,#E56B6F,True
85971,159,2033,8.6,2018,2018/19,Heung-Min,Son,3,6.0,Spurs,TOT,2061,8.3630565,8.3630565,3.965310799999999,7,7,-5.0,-5.0,40.359459,36.553611000000004,60.7112149,60.7112149,2.6511447554585152,2.6511447554585152,7.5-10,8.5,#E56B6F,True
85971,169,2478,9.6,2019,2019/20,Heung-Min,Son,3,6.0,Spurs,TOT,2511,9.7017029,8.9405329,6.7217253999999995,6,9,-8.0,-5.0,39.679249999999996,34.351110999999996,74.67369070000001,70.86784069999999,2.6764763691756275,2.540065974910394,7.5-10,9.5,#E56B6F,True
85971,169,2478,9.0,2020,2020/21,Heung-Min,Son,3,6.0,Spurs,TOT,2511,9.7017029,8.9405329,6.7217253999999995,6,9,-8.0,-5.0,39.679249999999996,34.351110999999996,74.67369070000001,70.86784069999999,2.6764763691756275,2.540065974910394,7.5-10,9.5,#E56B6F,True
86153,45,2166,4.4,2018,2018/19,Martín,Montoya,2,36.0,Brighton,BHA,2165,0.1871218,0.1871218,1.1847682999999998,4,5,-12.0,-8.0,41.073240000000006,34.983968,8.677035699999998,8.677035699999998,0.3607081815242493,0.3607081815242493,<5.5,4.5,#1f77b4,False
86153,62,1892,4.4,2019,2019/20,Martín,Montoya,2,36.0,Brighton,BHA,1912,1.4343097999999999,1.4343097999999999,1.9423044,5,5,-10.0,-10.0,47.27444100000001,45.75210100000001,24.432772,24.432772,1.150078179916318,1.150078179916318,<5.5,4.5,#1f77b4,False
86153,62,1892,4.5,2020,2020/21,Martín,Montoya,2,36.0,Brighton,BHA,1912,1.4343097999999999,1.4343097999999999,1.9423044,5,5,-10.0,-10.0,47.27444100000001,45.75210100000001,24.432772,24.432772,1.150078179916318,1.150078179916318,<5.5,4.5,#1f77b4,False
86417,98,2531,4.5,2014,2014/15,Jeffrey,Schlupp,3,31.0,Crystal Palace,CRY,2557,2.2991078999999996,2.2991078999999996,1.54549276,3,3,-11.0,-10.0,48.54619500000001,46.26268400000001,19.132017779999998,19.132017779999998,0.6733991396949549,0.6733991396949549,<5.5,4.5,#1f77b4,False
86417,52,1387,4.8,2015,2015/16,Jeffrey,Schlupp,3,31.0,Crystal Palace,CRY,1383,1.9894176999999997,1.9894176999999997,2.20846015,4,5,-3.0,-3.0,28.153036999999994,25.108356999999998,20.57246895,20.57246895,1.3387723828633407,1.3387723828633407,<5.5,4.5,#1f77b4,False
86417,47,1139,4.8,2016,2016/17,Jeffrey,Schlupp,3,31.0,Crystal Palace,CRY,1199,0.1274951,0.1274951,0.3942666,4,4,-4.0,-4.0,28.033465,27.272297000000002,5.8202753000000005,5.8202753000000005,0.4368847180984154,0.4368847180984154,<5.5,4.5,#1f77b4,False
86417,50,1742,4.8,2017,2017/18,Jeffrey,Schlupp,3,31.0,Crystal Palace,CRY,1753,1.03506702,1.03506702,1.1780938,8,8,-9.0,-8.0,33.695913000000004,32.934747,16.7096165,16.7096165,0.8578810524814603,0.8578810524814603,<5.5,4.5,#1f77b4,False
86417,91,1660,4.4,2018,2018/19,Jeffrey,Schlupp,3,31.0,Crystal Palace,CRY,1650,3.3034928,3.3034928,1.4070397,4,4,-6.0,-5.0,43.92194399999999,40.11609099999999,24.7385831,24.7385831,1.34937726,1.34937726,<5.5,4.5,#1f77b4,False
86417,51,1030,5.4,2019,2019/20,Jeffrey,Schlupp,3,31.0,Crystal Palace,CRY,1035,2.1849743,2.1849743,0.9487968,4,4,-3.0,-2.0,26.540897000000005,25.779727000000005,17.7712619,17.7712619,1.5453271217391302,1.5453271217391302,<5.5,5.5,#1f77b4,False
86417,51,1030,5.5,2020,2020/21,Jeffrey,Schlupp,3,31.0,Crystal Palace,CRY,1035,2.1849743,2.1849743,0.9487968,4,4,-3.0,-2.0,26.540897000000005,25.779727000000005,17.7712619,17.7712619,1.5453271217391302,1.5453271217391302,5.5-7.5,5.5,#6D597A,False
86881,6,269,4.4,2016,2016/17,Nampalys,Mendy,3,,,,277,0.0,0.0,0.129937,2,2,0.0,0.0,4.456673,3.695503,2.389811,2.389811,0.7764728880866425,0.7764728880866425,<5.5,4.5,#1f77b4,False
86881,58,2085,4.4,2018,2018/19,Nampalys,Mendy,3,,,,2085,0.0669059,0.0669059,0.21521659999999998,7,7,-4.0,-3.0,34.803435,33.281099999999995,7.9801793,7.9801793,0.34446817122302154,0.34446817122302154,<5.5,4.5,#1f77b4,False
86934,100,1910,5.2,2015,2015/16,Manuel,Lanzini,3,21.0,West Ham,WHU,1941,4.5312284,4.5312284,2.8363652,4,6,-6.0,-4.0,38.562455,34.756625,35.1652376,35.1652376,1.6305365193199381,1.6305365193199381,<5.5,5.5,#1f77b4,False
86934,133,2708,6.2,2016,2016/17,Manuel,Lanzini,3,21.0,West Ham,WHU,2727,6.0717312,4.549393099999999,4.0067572,3,4,-14.0,-11.0,56.86299699999999,51.534817999999994,45.378927600000004,37.767237099999996,1.497654376237624,1.2464434686468646,5.5-7.5,6.5,#6D597A,False
86934,106,2039,6.8,2017,2017/18,Manuel,Lanzini,3,21.0,West Ham,WHU,2054,3.833090300000001,3.0719210000000006,3.7344188999999997,7,7,-10.0,-7.0,42.939561,39.798991,37.36870820000001,33.5628617,1.6373825404089586,1.470621982960078,5.5-7.5,6.5,#6D597A,False
86934,31,685,6.4,2018,2018/19,Manuel,Lanzini,3,21.0,West Ham,WHU,693,1.1839073000000002,1.1839073000000002,0.9580359999999999,1,1,-6.0,-4.0,21.317786,19.034286,9.793644500000001,9.793644500000001,1.2719018831168833,1.2719018831168833,5.5-7.5,6.5,#6D597A,False
86934,50,1370,6.3,2019,2019/20,Manuel,Lanzini,3,21.0,West Ham,WHU,1372,2.1417734,2.1417734,2.0791098,0,0,-9.0,-7.0,46.95382300000001,42.38684000000001,16.946196399999998,16.946196399999998,1.1116309591836733,1.1116309591836733,5.5-7.5,6.5,#6D597A,False
86934,50,1370,6.5,2020,2020/21,Manuel,Lanzini,3,21.0,West Ham,WHU,1372,2.1417734,2.1417734,2.0791098,0,0,-9.0,-7.0,46.95382300000001,42.38684000000001,16.946196399999998,16.946196399999998,1.1116309591836733,1.1116309591836733,5.5-7.5,6.5,#6D597A,False
87107,42,1941,4.4,2018,2018/19,Cyrus,Christie,2,54.0,Fulham,FUL,1932,0.3850729,0.3850729,1.1976565,2,2,-11.0,-10.0,52.99991,49.95536,2.9034069000000002,2.9034069000000002,0.1352518742236025,0.1352518742236025,<5.5,4.5,#1f77b4,False
87835,144,3141,4.9,2018,2018/19,Matt,Doherty,2,6.0,Spurs,TOT,3145,5.27596169,5.27596169,5.0373739,13,14,-7.0,-5.0,42.691294,39.646621999999994,91.76789184,91.76789184,2.6261081925596184,2.6261081925596184,<5.5,4.5,#1f77b4,True
87835,167,2836,6.2,2019,2019/20,Matt,Doherty,2,6.0,Spurs,TOT,2842,6.484134990000001,6.484134990000001,2.1279859,14,15,0.0,0.0,34.409613900000004,31.981393900000008,101.28876764,101.28876764,3.2075964418015483,3.2075964418015483,5.5-7.5,6.5,#6D597A,True
87835,167,2836,6.0,2020,2020/21,Matt,Doherty,2,6.0,Spurs,TOT,2842,6.484134990000001,6.484134990000001,2.1279859,14,15,0.0,0.0,34.409613900000004,31.981393900000008,101.28876764,101.28876764,3.2075964418015483,3.2075964418015483,5.5-7.5,6.5,#6D597A,True
88894,75,1961,6.8,2014,2014/15,Ross,Barkley,3,8.0,Chelsea,CHE,1967,3.7601598999999992,2.9989909,2.5696880999999996,6,8,-2.0,-2.0,33.810604000000005,31.527100000000004,32.50986379999999,28.704018799999997,1.487487413319776,1.3133511398068123,5.5-7.5,6.5,#6D597A,False
88894,158,3076,6.8,2015,2015/16,Ross,Barkley,3,8.0,Chelsea,CHE,3102,8.7935695,7.271230500000001,5.9077108,8,10,-9.0,-7.0,54.748803999999986,50.181785999999995,69.6909799,62.079284900000005,2.021982008704062,1.8011397940038687,5.5-7.5,6.5,#6D597A,False
88894,144,2900,7.2,2016,2016/17,Ross,Barkley,3,8.0,Chelsea,CHE,2922,6.935658199999999,6.935658199999999,7.2590169,12,14,-9.0,-9.0,42.549605,40.266093999999995,68.45534169999999,68.45534169999999,2.1084807505133467,2.1084807505133467,5.5-7.5,7.5,#6D597A,False
88894,3,129,7.4,2017,2017/18,Ross,Barkley,3,8.0,Chelsea,CHE,134,0.6863798999999999,0.6863798999999999,0.0756093,0,0,-1.0,-1.0,3.6664399999999997,3.6664399999999997,3.6587273999999996,3.6587273999999996,2.4573542238805968,2.4573542238805968,5.5-7.5,7.5,#6D597A,False
88894,79,1231,5.5,2018,2018/19,Ross,Barkley,3,8.0,Chelsea,CHE,1228,3.6521729999999994,3.6521729999999994,2.5156795,8,8,-2.0,-2.0,28.624123000000004,26.963693000000006,33.807903499999995,33.807903499999995,2.4777779438110747,2.4777779438110747,5.5-7.5,5.5,#6D597A,False
88894,61,1095,5.8,2019,2019/20,Ross,Barkley,3,8.0,Chelsea,CHE,1100,2.8449647,2.8449647,2.8602421999999996,6,6,-1.0,-1.0,21.4406249,20.6794649,28.805550099999998,28.805550099999998,2.356817735454545,2.356817735454545,5.5-7.5,5.5,#6D597A,False
88894,61,1095,6.0,2020,2020/21,Ross,Barkley,3,8.0,Chelsea,CHE,1100,2.8449647,2.8449647,2.8602421999999996,6,6,-1.0,-1.0,21.4406249,20.6794649,28.805550099999998,28.805550099999998,2.356817735454545,2.356817735454545,5.5-7.5,6.5,#6D597A,False
88900,60,1471,4.1,2016,2016/17,Jack,Stephens,2,20.0,Southampton,SOU,1468,0.3511767,0.3511767,0.9190052,3,4,-5.0,-3.0,22.835646,19.790969,11.864075800000002,11.864075800000002,0.7273615953678475,0.7273615953678475,<5.5,4.5,#1f77b4,False
88900,58,1980,4.8,2017,2017/18,Jack,Stephens,2,20.0,Southampton,SOU,1980,1.300827,1.300827,0.23919739,5,6,-4.0,-4.0,27.835849000000003,27.074683000000007,24.52255417,24.52255417,1.114661553181818,1.114661553181818,<5.5,4.5,#1f77b4,False
88900,47,1697,4.4,2018,2018/19,Jack,Stephens,2,20.0,Southampton,SOU,1695,1.4581489,1.4581489,0.228724,1,1,-8.0,-7.0,35.47315400000001,34.711984,5.435065399999999,5.435065399999999,0.2885875433628318,0.2885875433628318,<5.5,4.5,#1f77b4,False
88900,85,2451,4.4,2019,2019/20,Jack,Stephens,2,20.0,Southampton,SOU,2456,0.9333298,0.9333298,1.1747867,7,7,-12.0,-11.0,43.725440000000006,41.441950000000006,25.124338899999998,25.124338899999998,0.920680171416938,0.920680171416938,<5.5,4.5,#1f77b4,False
88900,85,2451,5.0,2020,2020/21,Jack,Stephens,2,20.0,Southampton,SOU,2456,0.9333298,0.9333298,1.1747867,7,7,-12.0,-11.0,43.725440000000006,41.441950000000006,25.124338899999998,25.124338899999998,0.920680171416938,0.920680171416938,<5.5,5.5,#1f77b4,False
89085,3,69,4.4,2014,2014/15,Nathaniel,Chalobah,3,,,,59,0.0169668,0.0169668,0.0,0,0,0.0,0.0,10.30432,10.30432,0.084834,0.084834,0.1294077966101695,0.1294077966101695,<5.5,4.5,#1f77b4,False
89085,12,167,4.5,2016,2016/17,Nathaniel,Chalobah,3,,,,152,0.0379087,0.0379087,0.675506,0,0,0.0,0.0,6.936967299999999,6.936967299999999,2.2160615000000004,2.2160615000000004,1.312141677631579,1.312141677631579,<5.5,4.5,#1f77b4,False
89085,13,447,4.4,2017,2017/18,Nathaniel,Chalobah,3,,,,448,0.7731210599999999,0.7731210599999999,0.02612,1,1,-2.0,-2.0,9.11734,7.595000000000001,4.9439652999999995,4.9439652999999995,0.9932073147321427,0.9932073147321427,<5.5,4.5,#1f77b4,False
89085,10,265,4.4,2018,2018/19,Nathaniel,Chalobah,3,,,,264,0.07949110000000001,0.07949110000000001,0.222989,0,0,-2.0,-2.0,12.83657,11.314231999999999,1.0664225,1.0664225,0.36355312500000003,0.36355312500000003,<5.5,4.5,#1f77b4,False
89274,17,329,5.8,2019,2019/20,José Ignacio,Jota,3,7.0,Aston Villa,AVL,328,0.2638003,0.2638003,0.5682311,1,1,-1.0,0.0,16.310689,14.788354,4.0236947999999995,4.0236947999999995,1.1040625975609755,1.1040625975609755,5.5-7.5,5.5,#6D597A,False
89274,17,329,6.0,2020,2020/21,José Ignacio,Jota,3,7.0,Aston Villa,AVL,328,0.2638003,0.2638003,0.5682311,1,1,-1.0,0.0,16.310689,14.788354,4.0236947999999995,4.0236947999999995,1.1040625975609755,1.1040625975609755,5.5-7.5,6.5,#6D597A,False
90105,100,1764,4.8,2016,2016/17,Ryan,Fraser,3,,,,1774,2.1123162,2.1123162,3.6223586999999995,3,3,-8.0,-8.0,45.568398,43.284885,24.4286571,24.4286571,1.2393343511837653,1.2393343511837653,<5.5,4.5,#1f77b4,False
90105,97,2003,5.3,2017,2017/18,Ryan,Fraser,3,,,,2016,1.9803189999999997,1.9803189999999997,2.7351524,2,2,-8.0,-7.0,43.267264999999995,40.98379499999999,20.1070522,20.1070522,0.8976362589285714,0.8976362589285714,<5.5,5.5,#1f77b4,False
90105,181,3165,6.0,2018,2018/19,Ryan,Fraser,3,,,,3185,4.763551499999999,4.763551499999999,16.1838358,8,10,-17.0,-16.0,62.423162,58.617412999999985,80.3692649,80.3692649,2.271031033281005,2.271031033281005,5.5-7.5,6.5,#6D597A,False
90517,59,1762,4.7,2014,2014/15,Robbie,Brady,3,90.0,Burnley,BUR,1750,1.1762967999999998,1.1762967999999998,4.2813261,6,6,-4.0,-4.0,29.622891,28.861724000000002,24.725462299999997,24.725462299999997,1.2715952039999998,1.2715952039999998,<5.5,4.5,#1f77b4,False
90517,111,2984,5.4,2015,2015/16,Robbie,Brady,3,90.0,Burnley,BUR,2996,2.7942679,2.7942679,5.0487851,7,8,-15.0,-11.0,55.61854399999999,48.768049,36.117694799999995,36.117694799999995,1.0849774806408543,1.0849774806408543,<5.5,5.5,#1f77b4,False
90517,39,719,5.5,2016,2016/17,Robbie,Brady,3,90.0,Burnley,BUR,710,0.7694878,0.7694878,1.6063629000000001,1,1,-2.0,-2.0,19.69163,18.930464,9.6665277,9.6665277,1.2253344971830986,1.2253344971830986,5.5-7.5,5.5,#6D597A,False
90517,56,1277,5.4,2017,2017/18,Robbie,Brady,3,90.0,Burnley,BUR,1279,1.1337131999999999,1.1337131999999999,2.1779294,4,4,-6.0,-4.0,20.092779,18.570438,16.2023542,16.2023542,1.140118747458952,1.140118747458952,<5.5,5.5,#1f77b4,False
90517,20,714,5.4,2018,2018/19,Robbie,Brady,3,90.0,Burnley,BUR,701,0.6787551000000002,0.6787551000000002,1.0314604000000003,0,0,-3.0,-3.0,26.144790999999998,26.144790999999998,6.488156700000001,6.488156700000001,0.8330015734664766,0.8330015734664766,<5.5,5.5,#1f77b4,False
90517,32,445,5.5,2019,2019/20,Robbie,Brady,3,90.0,Burnley,BUR,436,0.9964995999999999,0.9964995999999999,0.3175496,0,0,-1.0,-1.0,22.941942000000004,22.941942000000004,5.9351468,5.9351468,1.2251449816513762,1.2251449816513762,5.5-7.5,5.5,#6D597A,False
90517,32,445,5.0,2020,2020/21,Robbie,Brady,3,90.0,Burnley,BUR,436,0.9964995999999999,0.9964995999999999,0.3175496,0,0,-1.0,-1.0,22.941942000000004,22.941942000000004,5.9351468,5.9351468,1.2251449816513762,1.2251449816513762,<5.5,5.5,#1f77b4,False
90518,1,34,4.9,2014,2014/15,Ravel,Morrison,3,,,,31,0.0,0.0,0.0,0,0,0.0,0.0,1.57513,1.57513,0.0,0.0,0.0,0.0,<5.5,4.5,#1f77b4,False
90585,120,3168,4.6,2018,2018/19,Willy,Boly,2,39.0,Wolves,WOL,3168,3.6348889,3.6348889,1.5668134999999999,14,15,-8.0,-6.0,41.222804999999994,38.17813299999999,74.5097739,74.5097739,2.116754940340909,2.116754940340909,<5.5,4.5,#1f77b4,False
90585,97,1980,5.0,2019,2019/20,Willy,Boly,2,39.0,Wolves,WOL,1980,0.23320860000000002,0.23320860000000002,1.0245933,10,11,0.0,0.0,19.544603900000002,18.022260900000003,44.4730315,44.4730315,2.0215014318181814,2.0215014318181814,<5.5,5.5,#1f77b4,False
90585,97,1980,5.5,2020,2020/21,Willy,Boly,2,39.0,Wolves,WOL,1980,0.23320860000000002,0.23320860000000002,1.0245933,10,11,0.0,0.0,19.544603900000002,18.022260900000003,44.4730315,44.4730315,2.0215014318181814,2.0215014318181814,5.5-7.5,5.5,#6D597A,False
91047,75,1421,5.3,2018,2018/19,Stuart,Armstrong,3,20.0,Southampton,SOU,1424,2.1171702000000003,2.1171702000000003,1.6480889099999998,1,1,-2.0,-1.0,44.85682300000001,43.33449300000001,16.53011773,16.53011773,1.0447405868679775,1.0447405868679775,<5.5,5.5,#1f77b4,False
91047,98,1706,5.4,2019,2019/20,Stuart,Armstrong,3,20.0,Southampton,SOU,1711,3.1144403,3.1144403,2.00965211,5,5,-8.0,-7.0,43.35534500000001,41.833025000000006,26.601157830000002,26.601157830000002,1.3992426678550556,1.3992426678550556,<5.5,5.5,#1f77b4,False
91047,98,1706,5.5,2020,2020/21,Stuart,Armstrong,3,20.0,Southampton,SOU,1711,3.1144403,3.1144403,2.00965211,5,5,-8.0,-7.0,43.35534500000001,41.833025000000006,26.601157830000002,26.601157830000002,1.3992426678550556,1.3992426678550556,5.5-7.5,5.5,#6D597A,False
91651,64,1725,5.8,2018,2018/19,Mateo,Kovacic,3,8.0,Chelsea,CHE,1756,2.0176420999999998,2.0176420999999998,2.0133508,9,9,-2.0,-2.0,33.26368100000001,32.50251100000001,25.1282629,25.1282629,1.2878950233485194,1.2878950233485194,5.5-7.5,5.5,#6D597A,False
91651,68,2065,5.4,2019,2019/20,Mateo,Kovacic,3,8.0,Chelsea,CHE,2086,0.9726598999999997,0.9726598999999997,1.8484535000000002,7,8,-3.0,-2.0,34.14717089999999,32.6248389,17.408659999999998,17.408659999999998,0.7510927133269415,0.7510927133269415,<5.5,5.5,#1f77b4,False
91651,68,2065,5.5,2020,2020/21,Mateo,Kovacic,3,8.0,Chelsea,CHE,2086,0.9726598999999997,0.9726598999999997,1.8484535000000002,7,8,-3.0,-2.0,34.14717089999999,32.6248389,17.408659999999998,17.408659999999998,0.7510927133269415,0.7510927133269415,5.5-7.5,5.5,#6D597A,False
92217,155,1973,8.4,2015,2015/16,Roberto,Firmino,4,14.0,Liverpool,LIV,2005,7.131025400000001,7.131025400000001,5.396677499999999,11,13,-2.0,-2.0,28.212117900000003,26.6897869,44.7141341,44.7141341,2.007118238902743,2.007118238902743,7.5-10,8.5,#E56B6F,True
92217,180,3062,8.5,2016,2016/17,Roberto,Firmino,4,14.0,Liverpool,LIV,3077,10.364667500000001,10.364667500000001,7.8529177,18,21,-5.0,-4.0,34.6138085,30.807966499999996,65.0174231,65.0174231,1.9017120828729281,1.9017120828729281,7.5-10,8.5,#E56B6F,True
92217,181,2760,9.0,2017,2017/18,Roberto,Firmino,4,14.0,Liverpool,LIV,2814,10.763703399999999,10.0025348,7.678424799999999,17,17,-6.0,-3.0,35.01163770000001,30.444631700000002,66.090088,63.045413599999996,2.1137554797441362,2.0163778336886993,7.5-10,9.5,#E56B6F,True
92217,160,2606,9.4,2018,2018/19,Roberto,Firmino,4,14.0,Liverpool,LIV,2631,13.737691099999997,12.976521099999998,6.344288200000001,15,16,-1.0,-1.0,26.171350999999998,25.410182,73.983629,70.938949,2.530796887115165,2.426645917901938,7.5-10,9.5,#E56B6F,True
92217,155,2985,9.4,2019,2019/20,Roberto,Firmino,4,14.0,Liverpool,LIV,3035,16.686227,16.686227,7.346652300000001,13,13,-6.0,-5.0,39.572898200000004,38.8117282,88.7848649,88.7848649,2.6328296016474466,2.6328296016474466,7.5-10,9.5,#E56B6F,True
92217,155,2985,9.5,2020,2020/21,Roberto,Firmino,4,14.0,Liverpool,LIV,3035,16.686227,16.686227,7.346652300000001,13,13,-6.0,-5.0,39.572898200000004,38.8117282,88.7848649,88.7848649,2.6328296016474466,2.6328296016474466,7.5-10,9.5,#E56B6F,True
92259,7,101,4.4,2018,2018/19,Neeskens,Kebano,3,54.0,Fulham,FUL,93,0.0497456,0.0497456,0.0,0,0,0.0,0.0,12.675971,11.914811,0.248728,0.248728,0.24070451612903226,0.24070451612903226,<5.5,4.5,#1f77b4,False
92371,8,113,4.7,2019,2019/20,Pablo,Marí,2,3.0,Arsenal,ARS,113,0.0,0.0,0.0,0,0,0.0,0.0,4.3534,3.59223,0.0,0.0,0.0,0.0,<5.5,4.5,#1f77b4,False
92371,8,113,4.5,2020,2020/21,Pablo,Marí,2,3.0,Arsenal,ARS,113,0.0,0.0,0.0,0,0,0.0,0.0,4.3534,3.59223,0.0,0.0,0.0,0.0,<5.5,4.5,#1f77b4,False
93100,50,2027,4.8,2018,2018/19,Jannik,Vestergaard,2,20.0,Southampton,SOU,2033,0.67739649,0.67739649,0.5291909,2,2,-9.0,-7.0,34.094912,31.811412000000004,4.65195164,4.65195164,0.2059398168224299,0.2059398168224299,<5.5,4.5,#1f77b4,False
93100,51,1496,4.8,2019,2019/20,Jannik,Vestergaard,2,20.0,Southampton,SOU,1500,0.6769368,0.6769368,0.7554685,4,5,-6.0,-6.0,29.988659000000002,28.466329999999996,16.328026299999998,16.328026299999998,0.9796815779999999,0.9796815779999999,<5.5,4.5,#1f77b4,False
93100,51,1496,4.5,2020,2020/21,Jannik,Vestergaard,2,20.0,Southampton,SOU,1500,0.6769368,0.6769368,0.7554685,4,5,-6.0,-6.0,29.988659000000002,28.466329999999996,16.328026299999998,16.328026299999998,0.9796815779999999,0.9796815779999999,<5.5,4.5,#1f77b4,False
93264,93,2293,4.8,2014,2014/15,Eric,Dier,3,6.0,Spurs,TOT,2288,1.4194444000000002,1.4194444000000002,1.474111,4,4,-9.0,-6.0,40.434830999999996,35.750791,15.519555,15.519555,0.6104720061188812,0.6104720061188812,<5.5,4.5,#1f77b4,False
93264,130,3263,5.2,2015,2015/16,Eric,Dier,3,6.0,Spurs,TOT,3271,1.6450099,1.6450099,1.3802214999999998,15,15,-5.0,-5.0,36.365036999999994,34.842747,27.365714,27.365714,0.75295452766738,0.75295452766738,<5.5,5.5,#1f77b4,False
93264,93,3043,5.2,2016,2016/17,Eric,Dier,3,6.0,Spurs,TOT,3045,1.58728,1.58728,0.7489531,17,17,-5.0,-3.0,32.3714849,30.849154900000002,27.1832593,27.1832593,0.803446087684729,0.803446087684729,<5.5,5.5,#1f77b4,False
93264,85,2822,4.8,2017,2017/18,Eric,Dier,3,6.0,Spurs,TOT,2832,1.4809414,1.4809414,1.8545069200000004,18,18,-5.0,-3.0,31.649845000000003,30.028395000000003,30.96822776,30.96822776,0.9841597805084745,0.9841597805084745,<5.5,4.5,#1f77b4,False
93264,56,1504,4.8,2018,2018/19,Eric,Dier,3,6.0,Spurs,TOT,1519,1.41761,1.41761,1.1008159000000002,3,3,-5.0,-5.0,28.228392,27.467222,13.390497700000001,13.390497700000001,0.7933803772218565,0.7933803772218565,<5.5,4.5,#1f77b4,False
93264,36,1340,4.9,2019,2019/20,Eric,Dier,3,6.0,Spurs,TOT,1339,1.0297163,1.0297163,0.2836806,3,3,-5.0,-4.0,28.707156999999995,25.662488999999994,8.9996233,8.9996233,0.6049037318894697,0.6049037318894697,<5.5,4.5,#1f77b4,False
